Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
May31,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 05/28,24.53,
1-Jun,,ancisco CA,"Wix.Com, Inc. San Fr",21.5,
2-Jun,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 06/02,20.24,
6-Jun,,2-7753 CA,APPLE.COM/BILL 866- 71,2.99,
6-Jun,,2-7753 CA,APPLE.COM/BILL 866- 71,4.99,
6-Jun,CheckPlus,PANERA BREAD #2,SPRINGFIELD MO 06/04,7.55,
6-Jun,CheckPlus,SEOUL ORIENTAL,Springfield MO 06/04,16.64,
6-Jun,CheckPlus,90829630,BARNESNOB 3055 Sou Springfield MO 06/04,10.76,
6-Jun,CheckPlus,23558213,USPS PO 660 E HA REPUBLIC MO 06/06,13.9,
6-Jun,CheckPlus,HOBBYLOBBY,HOBBYLOBBY SPRINGFIELD MO 06/04,25.84,
10-Jun,,7733 CA,PP GOOGLE GOOGL 4029,1.99,
13-Jun,,6000 CA,ADOBE CREATIVE 4085 36,29.99,
13-Jun,CheckPlus,WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 06/12,62.12,
15-Jun,CheckPlus,SQ *THE WHEELHO,Springfield MO 06/14,29.73,
15-Jun,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 06/14,15.03,
May17,CheckPlus,50073,SIGNAL FOOD STOR NIXA MO 05/16,8.23,
May17,CheckPlus,50073,SIGNAL FOOD STOR NIXA MO 05/16,15.1,
May18,CheckPlus,ST GEORGES DONU,SPRINGFIELD MO 05/17,10.54,
May18,CheckPlus,50073,SIGNAL FOOD STOR NIXA MO 05/18,6.02,
May18,CheckPlus,28454256,MNRD-SPRN 3803 W U SPRINGFIELD MO 05/18,7.85,
May18,CheckPlus,50073,SIGNAL FOOD STOR NIXA MO 05/18,15.01,
May19,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 05/18,15.01,
May19,CheckPlus,50073,SIGNAL FOOD STOR NIXA MO 05/19,15.33,
May20,,2-7753 CA,APPLE.COM/BILL 866- 71,7.99,
May20,CheckPlus,JERSEY MIKES 25,SPRINGFIELD MO 05/18,22.7,
May20,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 05/20,56.29,
May23,CheckPlus,SQ *SEOUL TACO,Columbia MO 05/22,16.27,
Apr. 26,,ple.com CA,APPLE.COM/BILL www.ap,2.99,
Apr. 26,CheckPlus,TLF*JEROME H SC,SPRINGFIELD MO 04/25,4.86,
Apr. 26,CheckPlus,SQ *TACOS EL CH,Springfield MO 04/25,35.49,
Apr. 26,CheckPlus,TLF*JEROME H SC,SPRINGFIELD MO 04/25,52.94,
Apr. 27,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 04/27,20.02,
Apr. 29,,ANCISCO CA,WIX.COM SAN FR,21.5,
Apr. 29,CheckPlus,CHINA KING,SPRINGFIELD MO 04/28,30.92,
May02,,2-7753 CA,APPLE.COM/BILL 866- 71,7.99,
May02,CheckPlus,ANDY'S FROZEN C,REPUBLIC MO 04/29,13.99,
May02,CheckPlus,SEOUL ORIENTAL,Springfield MO 04/30,38.94,
May02,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 04/30,15.15,
May02,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 05/01,32.61,
May04,,2-7753 CA,APPLE.COM/BILL 866-71,2.99,
May09,CheckPlus,PP*BREWCREWLLC,Springfield MO 05/07,17.71,
May09,CheckPlus,WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 05/06,21,
May09,CheckPlus,HOBBYLOBBY,HOBBYLOBBY SPRINGFIELD MO 05/07,28.75,
May10,,7733 CA,PP GOOGLE GOOGL 4029 35,1.99,
May10,CheckPlus,ANDY'S FROZEN C,REPUBLIC MO 05/09,11.77,
May11,,6000 CA,ADOBE CREATIVE 4085 3 36,29.99,
May11,CheckPlus,3.85E+11,KUM&GO 0566 SPRING SPRINGFIELD MO 05/11,24.58,
May12,CheckPlus,CASEYS #2619,NIXA MO 05/10,10.25,
May12,CheckPlus,KUM&GO 0566 SPR,SPRINGFIELD MO 05/11,15,
May12,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 05/12,18.15,
May16,CheckPlus,CHINA KING,SPRINGFIELD MO 05/13,40.51,
May16,CheckPlus,CASEYS #2856,CASEYS #2856 NIXA MO 05/16,10,
May16,CheckPlus,WENDY'S 0032,WENDY'S 0032 OZARK MO 05/16,10.86,
May16,CheckPlus,28454256,MNRD-SPRN 3803 W U SPRINGFIELD MO 05/15,18.93,
Apr. 18,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/15,2.81,
Apr. 18,CheckPlus,29804645190,MAMA JEAN 1110 E R SPRINGFIELD MO 04/16,14.29,
Apr. 21,CheckPlus,ST GEORGES DONU,SPRINGFIELD MO 04/20,15.46,
Apr. 21,CheckPlus,DBC*BLICK ART M,800-447-1892 IL 04/19,110.06,
Apr. 22,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 04/22,10.14,
Apr. 22,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/22,23.36,
Apr. 25,CheckPlus,TACO BELL 01819,REPUBLIC MO 04/23,6.09,
Apr. 25,CheckPlus,SQ *THE WHEELHO,Springfield MO 04/22,31.07,
Apr. 25,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/23,8.82,
Apr. 25,CheckPlus,3.85E+11,KUM&GO 0563 SPRING SPRINGFIELD MO 04/24,10,
Apr. 25,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/23,21.95,
Mar. 22,CheckPlus,7.20E+11,CIRCLE K 01620 181 EUREKA MO 03/22,28.88,
Mar. 22,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 03/22,48.87,
Mar. 23,CheckPlus,CASEYS GEN STO,CASEYS GEN STORE PEORIA IL 03/23,4.31,
Mar. 28,,ple.com CA,APPLE.COM/BILL www. ap,2.99,
Mar. 28,CheckPlus,RENAISSANCE SCH,CHICAGO IL 03/24,3.92,
Mar. 28,CheckPlus,4500009448671,JACK FLASH FARME FARMERSVILLE IL 03/28,15.03,
Mar. 28,CheckPlus,1.95E+11,QT 655 OUTSIDE 290 EUREKA MO 03/28,15.05,
Mar. 28,CheckPlus,1.95E+11,QT 655 OUTSIDE 290 EUREKA MO 03/28,16.82,
Mar. 29,,494724 CA,WIX.COM 9882668 +141 54,21.5,
Mar. 30,,2-7753 CA,APPLE.COM/BILL 866- 71,7.99,
Mar. 30,CheckPlus,PORTILLOS HOT D,PEORIA IL 03/28,22.92,
Mar. 30,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 03/30,20.13,
Apr. 01,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 04/01,15.09,
Apr. 04,,2-7753 CA,APPLE.COM/BILL 866-,2.99,
Apr. 04,CheckPlus,THE BIG SLICE -,SPRINGFIELD MO 04/01,13.51,
Apr. 04,CheckPlus,SQ *OZARK SAW &,Nixa MO 04/01,91.52,
Apr. 06,CheckPlus,KUM&GO 0495 NIX,NIXA MO 04/05,10,
Apr. 06,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 04/06,15.04,
Apr. 07,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/07,12.96,
Apr. 07,CheckPlus,23558213,USPS PO 2 660 E HA REPUBLIC MO 04/07,24.75,
Apr. 11,,7733 CA,PP GOOGLE GOOGL 4029 35,1.99,
Apr. 11,,6000 CA,ADOBE CREATIVE 4085 36,29.99,
Apr. 11,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/10,18.63,
Apr. 11,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 04/11,46.29,
Apr. 11,CheckPlus,28454249,MNRD-SPRN 500 N EA SPRINGFIELD MO 04/09,62.25,
Apr. 13,CheckPlus,23558213,USPS PO 660 E HA REPUBLIC MO 04/13,9.25,
Apr. 15,CheckPlus,WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 04/15,45.43,
Feb. 28,CheckPlus WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 02/26,30.9,,
Mar. 01,494724 CA,WIX.COM 9833192 +141 54,21.5,,
Mar. 02,2-7753 CA,APPLE.COM/BILL 866- 71,7.99,,
Mar. 04,2-7753 CA,APPLE.COM/BILL 866- 71,2.99,,
Mar. 07,CheckPlus SQ *HURTS DONUT,Springfield MO 03/05,8.3,,
Mar. 07,CheckPlus WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 03/06,45.53,,
Mar. 10,7733 CA,PP GOOGLE GOOGL 4029 35,1.99,,
Mar. 11,6000 CA,ADOBE CREATIVE 4085 36,29.99,,
Mar. 14,CheckPlus CASEYS GEN STO,CASEYS GEN STORE CAMDENTON MO 03/14,7.32,,
Mar. 14,CheckPlus 00000000061861,MURPHY USA 7782 REPUBLIC MO 03/12,10.05,,
Mar. 14,CheckPlus 385300015173,KUM&GO 0497 REPUBL REPUBLIC MO 03/14,10.19,,
Mar. 14,CheckPlus 53470308010247,ASIAN WORLD MARK SPRINGFIELD MO 03/12,12.44,,
Mar. 15,CheckPlus 175000001225,LOWE'S #2226 1800 OZARK MO 03/15,7.63,,
Mar. 15,CheckPlus 00000000061861,MURPHY USA 7782 REPUBLIC MO 03/15,15.01,,
Mar. 15,CheckPlus 028454249,MNRD-SPRN 500 N EA SPRINGFIELD MO 03/15,17.26,,
Feb. 18,CheckPlus,AT&T AR58 15538,OZARK MO 02/16,83.6,
Feb. 18,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 02/18,4.31,
Feb. 22,CheckPlus,SQ *OZARK SAW &,Nixa MO 02/18,134.73,
Feb. 22,CheckPlus,3.85E+11,KUM&GO 0432 BOLIVA BOLIVAR MO 02/19,8.78,
Feb. 22,CheckPlus,WM SUPERCENTER,WM SUPERCENTER # REPUBLIC MO 02/22,19.69,
Feb. 22,CheckPlus,3.85E+11,KUM&GO 0497 REPUBL REPUBLIC MO 02/19,24.89,
Feb. 22,CheckPlus,28454256,MNRD-SPRN 3803 W U SPRINGFIELD MO 02/22,44.48,
Feb. 03,CheckPlus,TACO BELL 02606,WILLARD MO 02/01,6.03,
Feb. 04,,2-7753 CA,APPLE.COM/BILL 866- 71,2.99,
Feb. 07,CheckPlus,SEOUL ORIENTAL,Springfield MO 02/05,36.53,
Feb. 07,CheckPlus,3.85E+11,KUM&GO 0497 REPUBL REPUBLIC MO 02/05,11.49,
Feb. 07,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 02/07,20,
Feb. 08,CheckPlus,DOLLAR-GENERAL,DOLLAR-GENERAL # WILLARD MO 02/08,7.87,
Feb. 08,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 02/07,36.31,
Feb. 09,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 02/08,19.62,
Feb. 10,,7733 CA,PP GOOGLE GOOGL 4029 35,1.99,
Feb. 10,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 02/10,20,
Feb. 11,,6000 CA,ADOBE CREATIVE 4085 36,29.99,
Feb. 14,CheckPlus,THE BIG SLICE,SPRINGFIELD MO 02/12,12.01,
Feb. 14,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 02/14,12.5,
Feb. 14,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 02/14,20.1,
Feb. 15,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 02/15,24.41,
Jan. 25,,2-7753 CA,APPLE.COM/BILL 866- 71,2.99,
Jan. 26,CheckPlus,CASEYS GEN STO,CASEYS GEN STORE WILLARD MO 01/26,10,
Jan. 26,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 01/26,15.69,
Jan. 28,CheckPlus,61861,MURPHY USA 7782 REPUBLIC MO 01/28,20.01,
Jan. 31,,2-7753 CA,APPLE.COM/BILL 866- 71,7.99,
Jan. 31,,494724 CA,WIX.COM 9780885 +141 54,21.5,
Jan. 31,CheckPlus,THE BIG SLICE -,SPRINGFIELD MO 01/29,10,
Jan. 31,CheckPlus,SQ *THE WHEELHO,Springfield MO 01/29,36.67,
Jan. 04,,2-7753 CA,APPLE.COM/BILL 866- 71,2.99,
Jan. 04,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 01/04,10.89,
Jan. 05,CheckPlus,SQ *OZARK SAW &,Nixa MO 01/04,29.31,
Jan. 10,,7733 CA,PP GOOGLE GOOGL 4029 35,1.99,
Jan. 11,,6000 CA,ADOBE CREATIVE 4085 36,29.99,
Jan. 12,CheckPlus,1.75E+11,LOWE'S #2314 1225 REPUBLIC MO 01/12,53.94,
,,,,,
Mar. 16,CheckPlus,175000001267,LOWE'S #2314 1225 REPUBLIC MO 03/16,20.60,
Mar. 16,RoundUp Transfer to 8192,,,0.40,
Mar. 17,CheckPlus,00000000024100,WAL-MART #1009 REPUBLIC MO 03/17,9.88,
Mar. 17,RoundUp Transfer to 8192,,,0.12,
Mar. 17,PAYPAL INST XFER,,,50.00,
Mar. 21,CheckPlus,00000000061861,MURPHY USA 7782 REPUBLIC MO 03/21,20.00,
Mar. 21,CheckPlus,175000000267,LOWE'S #422 1850 E SPRINGFIELD MO 03/21,89.01,
Mar. 22,CheckPlus,SQ *OZARK SAW &,Nixa MO 03/21,11.89,
Mar. 22,CheckPlus,720000098722,CIRCLE K 01620 181 EUREKA MO 03/22,5.27,
,,,,,
01/02 MENARDS 3355,,$52.96,,,
05/10 SQ *OZARK SAW & LUMBER,,$194.60,,,
07/05 Etsy.com - AnthonyRWoo,,$24.90,,,
01/04 MURPHY USA 7782,,$20.08,,,
01/02 JERSEY MIKES 25010,,$7.11,,,
Etsy Inc Seller Fees,,$0.20,,,
Etsy Inc Seller Fees,,$12.90,,,
Etsy Inc Seller Fees,,$10.53,,,
Etsy Inc Seller Fees,,$23.89,,,
Etsy Inc Seller Fees,,$20.61,,,
